,,,,,,,Games,Games,Fantasy,Fantasy,Fantasy per Game,Fantasy per Game,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,
Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,FantPt,PPR,FantPt,PPR/G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb
2798,Darren McFadden\McFaDa00,2016,29,1-4,DAL,NFL,3,2,10.4,13.4,3.47,4.47,0,0,0,0,0,24,87,0,3,17,0,0
2799,Antone Smith\SmitAn01,2016,31,,TAM,NFL,3,0,10.4,16.4,3.47,5.47,0,0,0,0,0,10,47,0,6,77,0,2
2800,Najeh Davenport\DaveNa00,2002,23,4-135,GNB,NFL,8,0,27.7,32.7,3.46,4.09,0,0,0,0,0,39,184,1,5,33,0,1
,,,,,,,Games,Games,Fantasy,Fantasy,Fantasy per Game,Fantasy per Game,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,
Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,FantPt,PPR,FantPt,PPR/G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb
2801,Tony Galbreath\GalbTo00,1985,31,2-32,NYG,NFL,16,0,55.4,85.4,3.46,5.34,0,0,0,0,0,29,187,0,30,327,1,2
2802,Scott Greene\GreeSc00,1997,25,6-193,CAR,NFL,16,14,55.4,95.4,3.46,5.96,0,0,0,0,0,45,157,1,40,277,1,1
2803,Wayne Wilson\WilsWa02,1980,23,12-324,NOR,NFL,15,7,51.9,82.9,3.46,5.53,0,0,0,0,0,63,188,1,31,241,1,3
2804,Ahmad Bradshaw\BradAh00,2008,22,7-250,NYG,NFL,15,0,51.7,56.7,3.45,3.78,0,0,0,0,0,67,355,1,5,42,1,3
2805,Chris Ogbonnaya\OgboCh00,2009,23,7-211,STL,NFL,2,0,6.9,7.9,3.45,3.95,0,0,0,0,0,11,50,0,1,19,0,0
2806,Bernard Scott\ScotBe00,2009,25,6-209,CIN,NFL,13,2,44.8,49.8,3.45,3.83,0,0,0,0,0,74,321,0,5,67,0,1
2807,Jordan Todman\TodmJo00,2013,23,6-183,JAX,NFL,16,2,55.2,69.2,3.45,4.33,0,0,0,0,0,76,256,2,14,116,1,0
2808,Michael Williams\WillMi01,1983,22,4-89,PHI,NFL,15,9,51.7,68.7,3.45,4.58,0,0,0,0,0,103,385,0,17,142,0,1
2809,Sammy Winder\WindSa00,1989,30,5-131,DEN,NFL,16,2,55.2,69.2,3.45,4.33,0,0,0,0,0,110,351,2,14,91,0,1
2810,Brad Baxter\BaxtBr00,1995,28,11-303,NYJ,NFL,15,13,51.6,77.6,3.44,5.17,0,0,0,0,0,85,296,1,26,160,0,0
2811,Zack Crockett\CrocZa00,1999,27,3-79,OAK,NFL,13,1,44.7,52.7,3.44,4.05,0,0,0,0,0,45,91,4,8,56,1,0
2812,Scott Dierking\DierSc00,1982,27,4-90,NYJ,NFL,9,0,31.0,43.0,3.44,4.78,0,0,0,0,0,38,130,1,12,80,1,2
2813,Marcus Dupree\DuprMa00,1991,27,12-327,RAM,NFL,8,1,27.5,33.5,3.44,4.19,0,0,0,0,0,49,179,1,6,46,0,1
2814,Jerris McPhail\McPhJe00,1996,24,5-134,MIA,NFL,9,1,31.0,51.0,3.44,5.67,0,0,0,0,0,6,28,0,20,282,0,2
2815,Amp Lee\LeexAm00,1993,22,2-45,SFO,NFL,15,3,51.5,67.5,3.43,4.50,0,0,0,0,0,72,230,1,16,115,2,1
2816,Dominic Rhodes\RhodDo00,2005,26,,IND,NFL,13,1,44.6,56.6,3.43,4.35,0,0,0,0,0,40,118,4,12,88,0,2
2817,Lee Rouson\RousLe00,1986,24,8-213,NYG,NFL,14,1,48.0,56.0,3.43,4.00,0,0,0,0,0,54,179,2,8,121,1,0
2818,Junior Tautalatasi\TautJu00,1986,24,10-261,PHI,NFL,16,2,54.8,95.8,3.43,5.99,0,0,0,0,0,51,163,0,41,325,2,6
2819,Gerald Willhite\WillGe00,1988,29,1-21,DEN,NFL,11,1,37.7,69.7,3.43,6.34,0,0,0,0,0,13,39,2,32,238,0,2
2820,Alfred Blue\BlueAl00,2017,26,6-181,HOU,NFL,11,0,37.6,44.6,3.42,4.05,0,0,0,0,0,71,262,1,7,54,0,0
2821,Stacey Mack\MackSt00,2000,25,,JAX,NFL,6,2,20.5,20.5,3.42,3.42,0,0,0,0,0,54,145,1,0,0,0,3
2822,Dave Preston\PresDa00,1983,28,12-333,DEN,NFL,14,3,47.9,64.9,3.42,4.64,0,0,0,0,0,57,222,1,17,137,1,0
2823,Tommie Agee\AgeeTo00,1990,26,5-119,DAL,NFL,16,11,54.5,84.5,3.41,5.28,0,0,0,0,0,53,213,0,30,272,1,0
2824,Derek Brown\BrowDe01,1995,24,4-109,NOR,NFL,16,0,54.5,89.5,3.41,5.59,0,0,0,0,0,49,159,1,35,266,1,0
2825,Ron Davenport\DaveRo00,1988,26,6-167,MIA,NFL,16,5,54.5,84.5,3.41,5.28,0,0,0,0,0,55,273,0,30,282,0,1
2826,Bill Ring\RingBi00,1983,27,,SFO,NFL,16,5,54.6,77.6,3.41,4.85,0,0,0,0,0,64,254,2,23,182,0,1
2827,Mike Rozier\RoziMi00,1989,28,1-2,HOU,NFL,12,10,40.9,44.9,3.41,3.74,0,0,0,0,0,88,301,2,4,28,0,4
2828,Daniel Thomas\ThomDa03,2014,27,2-62,MIA,NFL,12,0,40.9,53.9,3.41,4.49,0,0,0,0,0,44,168,2,13,121,0,1
2829,Dan Herron\HerrDa00,2014,25,6-191,IND,NFL,16,3,54.4,75.4,3.40,4.71,0,0,0,0,0,78,351,1,21,173,0,4
2830,Jeff Moore\MoorJe01,1984,28,12-319,WAS,NFL,7,0,23.8,40.8,3.40,5.83,0,0,0,0,0,3,13,0,17,115,2,1
2831,Tony Paige\PaigTo00,1991,29,6-149,MIA,NFL,16,16,54.4,111.4,3.40,6.96,0,0,0,0,0,10,25,0,57,469,1,1
2832,DeAndre Washington\WashDe00,2017,24,5-143,OAK,NFL,15,0,51.0,85.0,3.40,5.67,0,0,0,0,0,57,153,2,34,197,1,2
2833,Jason Wright\WrigJa01,2005,23,,CLE,NFL,3,0,10.2,13.2,3.40,4.40,0,0,0,0,0,11,27,1,3,15,0,0
2834,Gary Anderson\AndeGa00,1992,31,1-20,TAM,NFL,15,4,50.8,84.8,3.39,5.65,0,0,0,0,0,55,194,1,34,284,0,3
2835,Patrick Cobbs\CobbPa00,2008,25,,MIA,NFL,16,2,54.3,73.3,3.39,4.58,0,0,0,0,0,12,88,1,19,275,2,0
2836,Derrick Fenner\FennDe00,1995,28,10-268,OAK,NFL,16,10,54.2,89.2,3.39,5.58,0,0,0,0,0,39,110,0,35,252,3,2
2837,Brandon Bolden\BoldBr00,2015,25,,NWE,NFL,15,2,50.7,69.7,3.38,4.65,0,0,0,0,0,63,207,0,19,180,2,0
2838,Steve Broussard\BrouSt00,1993,26,1-20,ATL,NFL,8,0,27.0,28.0,3.38,3.50,0,0,0,0,0,39,206,1,1,4,0,0
2839,Ka'Deem Carey\CareKa00,2015,23,4-117,CHI,NFL,10,1,33.8,36.8,3.38,3.68,0,0,0,0,0,43,159,2,3,19,1,1
2840,Rodney Carter\CartRo00,1987,23,7-175,PIT,NFL,11,2,37.2,53.2,3.38,4.84,0,0,0,0,0,5,12,0,16,180,3,0
2841,Tevin Coleman\ColeTe01,2015,22,3-73,ATL,NFL,12,3,40.6,42.6,3.38,3.55,0,0,0,0,0,87,392,1,2,14,0,3
2842,William Henderson\HendWi00,1997,26,3-66,GNB,NFL,16,14,54.0,95.0,3.38,5.94,0,0,0,0,0,31,113,0,41,367,1,1
2843,Noah Herron\HerrNo00,2006,24,7-244,GNB,NFL,16,0,54.1,83.1,3.38,5.19,0,0,0,0,0,37,150,1,29,211,2,2
2844,Charles White\WhitCh00,1981,23,1-27,CLE,NFL,16,9,54.1,81.1,3.38,5.07,0,0,0,0,0,97,342,1,27,219,0,8
2845,Keith Woodside\WoodKe00,1991,27,3-61,GNB,NFL,16,12,54.1,76.1,3.38,4.76,0,0,0,0,0,84,326,1,22,185,0,3
2846,Mario Bates\BateMa00,1998,25,2-44,ARI,NFL,16,1,53.9,54.9,3.37,3.43,0,0,0,0,0,60,165,6,1,14,0,0
2847,Ladell Betts\BettLa00,2004,25,2-56,WAS,NFL,16,1,53.9,68.9,3.37,4.31,0,0,0,0,0,90,371,1,15,108,0,0
2848,Storm Johnson\JohnSt03,2014,22,7-222,JAX,NFL,6,1,20.2,21.2,3.37,3.53,0,0,0,0,0,29,86,2,1,-4,0,0
2849,Daryl Johnston\JohnDa00,1995,29,2-39,DAL,NFL,16,16,53.9,83.9,3.37,5.24,0,0,0,0,0,25,111,2,30,248,1,1
2850,Leonard Weaver\WeavLe00,2008,26,,SEA,NFL,14,7,47.2,67.2,3.37,4.80,0,0,0,0,0,30,130,0,20,222,2,1
2851,Warren Williams\WillWa00,1988,23,6-155,PIT,NFL,15,8,50.5,61.5,3.37,4.10,0,0,0,0,0,87,409,0,11,66,1,3
2852,Adger Armstrong\ArmsAd00,1984,27,,TAM,NFL,15,9,50.4,72.4,3.36,4.83,0,0,0,0,0,10,34,2,22,180,3,1
2853,Bryce Brown\BrowBr02,2013,22,7-229,PHI,NFL,16,1,53.8,61.8,3.36,3.86,0,0,0,0,0,75,314,2,8,84,0,0
2854,Toby Gerhart\GerhTo00,2013,26,2-51,MIN,NFL,14,0,47.1,60.1,3.36,4.29,0,0,0,0,0,36,283,2,13,88,0,1
2855,Leroy Hoard\HoarLe00,1993,25,2-45,CLE,NFL,16,7,53.8,88.8,3.36,5.55,0,1,0,0,0,56,227,0,35,351,0,4
2856,Jim Kleinsasser\KleiJi00,2002,25,2-44,MIN,NFL,14,12,47.0,84.0,3.36,6.00,0,0,0,0,0,6,17,0,37,393,1,0
2857,Barry Redden\ReddBa00,1983,23,1-14,RAM,NFL,15,0,50.2,54.2,3.35,3.61,0,0,0,0,0,75,372,2,4,30,0,2
2858,Donald Brown\BrowDo00,2014,27,1-27,SDG,NFL,13,3,43.4,72.4,3.34,5.57,0,0,0,0,0,85,223,0,29,211,0,1
2859,Robert Turbin\TurbRo00,2012,23,4-106,SEA,NFL,16,0,53.5,72.5,3.34,4.53,0,0,0,0,0,80,354,0,19,181,0,0
2860,Moe Williams\WillMo00,2001,27,3-75,BAL,NFL,15,2,50.1,73.1,3.34,4.87,0,0,0,0,0,65,291,0,23,210,0,1
2861,Obafemi Ayanbadejo\AyanOb00,2004,29,,ARI,NFL,16,5,53.3,72.3,3.33,4.52,0,0,0,0,0,30,122,3,19,171,1,1
2862,Tashard Choice\ChoiTa00,2010,26,4-122,DAL,NFL,16,0,53.2,70.2,3.33,4.39,0,0,0,0,0,66,243,3,17,109,0,1
2863,Arian Foster\FostAr00,2016,30,,MIA,NFL,4,2,13.3,19.3,3.33,4.83,0,0,0,0,0,22,55,0,6,78,0,1
2864,Allen Pinkett\PinkAl00,1987,23,3-61,HOU,NFL,8,0,26.6,27.6,3.33,3.45,0,0,0,0,0,31,149,2,1,7,0,1
2865,James Saxon\SaxoJa00,1988,22,6-139,KAN,NFL,16,4,53.3,72.3,3.33,4.52,0,0,0,0,0,60,236,2,19,177,0,0
2866,Charlie Garner\GarnCh00,1996,24,2-42,PHI,NFL,15,1,49.8,63.8,3.32,4.25,0,0,0,0,0,66,346,1,14,92,0,1
2867,Kendall Hunter\HuntKe00,2013,25,4-115,SFO,NFL,16,0,53.1,55.1,3.32,3.44,0,0,0,0,0,78,358,3,2,13,0,1
2868,LaMont Jordan\JordLa00,2003,25,2-49,NYJ,NFL,16,0,53.1,64.1,3.32,4.01,0,0,0,0,0,46,190,4,11,101,0,0
2869,Bishop Sankey\SankBi00,2015,23,2-54,TEN,NFL,13,3,43.2,57.2,3.32,4.40,0,0,0,0,0,47,193,1,14,139,1,2
2870,Nick Bell\BellNi00,1993,25,2-43,RAI,NFL,10,3,33.1,44.1,3.31,4.41,0,0,0,0,0,67,180,1,11,111,0,2
2871,Rock Cartwright\CartRo01,2009,30,7-257,WAS,NFL,16,2,53.0,80.0,3.31,5.00,0,0,0,0,0,64,228,0,27,242,1,0
2872,Kyle Johnson\JohnKy00,2005,27,5-145,DEN,NFL,16,14,52.9,69.9,3.31,4.37,0,0,0,0,0,4,9,1,17,160,5,0
2873,Jamie Morris\MorrJa00,1988,23,4-109,WAS,NFL,16,4,53.0,54.0,3.31,3.38,0,0,0,0,0,126,437,2,1,3,0,3
2874,Michael Bennett\BennMi00,2007,29,1-27,2TM,NFL,14,1,46.2,61.2,3.30,4.37,0,0,0,0,0,61,241,1,15,101,1,2
2875,Ki-Jana Carter\CartKi00,1999,26,1-1,CIN,NFL,3,0,9.9,12.9,3.30,4.30,0,0,0,0,0,6,15,1,3,24,0,0
2876,Robert Drummond\DrumRo00,1990,23,3-76,PHI,NFL,4,0,13.2,18.2,3.30,4.55,0,0,0,0,0,8,33,1,5,39,0,0
2877,David Hughes\HughDa01,1984,25,2-31,SEA,NFL,16,6,52.8,74.8,3.30,4.68,0,0,0,0,0,94,327,1,22,121,1,4
2878,Marc Logan\LogaMa00,1995,30,5-130,WAS,NFL,16,8,52.8,77.8,3.30,4.86,0,0,0,0,0,23,72,1,25,276,2,1
2879,Chester Taylor\TaylCh01,2003,24,6-207,BAL,NFL,16,1,52.8,72.8,3.30,4.55,0,0,0,0,0,63,276,2,20,132,0,3
2880,Kerwynn Williams\WillKe05,2015,24,7-230,ARI,NFL,6,0,19.8,21.8,3.30,3.63,0,0,0,0,0,27,142,1,2,16,0,1
2881,Jon Francis\FranJo21,1987,23,7-184,RAM,NFL,9,0,29.6,37.6,3.29,4.18,0,0,0,0,0,35,138,0,8,38,2,0
2882,Roger Vick\VickRo00,1987,23,1-21,NYJ,NFL,12,10,39.5,52.5,3.29,4.38,0,0,0,0,0,77,257,1,13,108,0,3
2883,Charles Way\WayxCh00,1996,24,6-206,NYG,NFL,16,12,52.7,84.7,3.29,5.29,0,0,0,0,0,22,79,1,32,328,1,0
2884,Tim Wilson\WilsTi00,1980,26,3-66,HOU,NFL,16,16,52.7,82.7,3.29,5.17,0,0,0,0,0,66,257,1,30,170,1,2
2885,Vaughn Dunbar\DunbVa00,1995,27,1-21,2TM,NFL,15,6,49.2,51.2,3.28,3.41,0,0,0,0,0,110,361,2,2,11,0,0
2886,Leon Johnson\JohnLe00,2002,28,4-104,CHI,NFL,16,4,52.5,68.5,3.28,4.28,1,1,27,0,0,103,329,1,16,125,0,3
2887,Stan Edwards\EdwaSt00,1984,24,3-72,HOU,NFL,14,1,45.8,65.8,3.27,4.70,0,0,0,0,0,60,267,1,20,151,0,2
2888,Robert Green\GreeRo00,1996,26,,CHI,NFL,10,3,32.7,45.7,3.27,4.57,0,0,0,0,0,60,249,0,13,78,0,3
2889,Michael Haddix\HaddMi00,1985,24,1-8,PHI,NFL,16,15,52.3,95.3,3.27,5.96,0,0,0,0,0,67,213,0,43,330,0,2
2890,Tim Manoa\ManoTi00,1988,24,3-80,CLE,NFL,16,4,52.3,62.3,3.27,3.89,0,0,0,0,0,99,389,2,10,54,0,4
2891,Larry Moriarty\MoriLa00,1983,25,5-114,HOU,NFL,16,8,52.3,56.3,3.27,3.52,0,0,0,0,0,65,321,3,4,32,0,1
2892,Don Woods\WoodDo00,1980,29,6-134,2TM,NFL,12,5,39.2,59.2,3.27,4.94,1,2,6,0,0,54,239,0,20,171,0,2
2893,Horace Belton\BeltHo00,1980,25,,KAN,NFL,14,4,45.7,50.7,3.26,3.62,0,0,0,0,0,68,273,2,5,94,0,3
2894,Malcolm Brown\BrowMa03,2017,24,,LAR,NFL,11,1,35.9,44.9,3.26,4.08,0,0,0,0,0,63,246,1,9,53,0,1
2895,Lynell Hamilton\HamiLy20,2009,24,,NOR,NFL,9,1,29.3,34.3,3.26,3.81,0,0,0,0,0,35,125,2,5,48,0,0
2896,Alonzo Highsmith\HighAl00,1987,22,1-3,HOU,NFL,8,3,26.1,30.1,3.26,3.76,0,0,0,0,0,29,106,1,4,55,1,2
2897,Thomas Jones\JoneTh00,2011,33,1-7,KAN,NFL,16,8,52.1,57.1,3.26,3.57,0,0,0,0,0,153,478,0,5,43,0,0
2898,Vernand Morency\MoreVe00,2005,25,3-73,HOU,NFL,12,1,39.1,49.1,3.26,4.09,0,0,0,0,0,46,184,2,10,87,0,1
2899,Thomas Sanders\SandTh00,1986,24,9-250,CHI,NFL,16,1,52.2,54.2,3.26,3.39,0,0,0,0,0,27,224,5,2,18,0,2
2900,Cory Schlesinger\SchlCo00,2002,30,6-192,DET,NFL,16,14,52.2,87.2,3.26,5.45,0,0,0,0,0,49,139,2,35,263,0,2
,,,,,,,Games,Games,Fantasy,Fantasy,Fantasy per Game,Fantasy per Game,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,
Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,FantPt,PPR,FantPt,PPR/G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb
2901,Maurice Carthon\CartMa00,1988,27,,NYG,NFL,16,14,52.0,71.0,3.25,4.44,0,0,0,0,0,46,146,2,19,194,1,0
2902,Jessie Clark\ClarJe00,1987,27,7-188,GNB,NFL,12,10,39.0,61.0,3.25,5.08,0,0,0,0,0,56,211,0,22,119,1,0
2903,Earnest Graham\GrahEa00,2010,30,,TAM,NFL,12,7,39.0,55.0,3.25,4.58,1,1,2,1,0,20,99,1,16,130,1,1
2904,Jack Holmes\HolmJa00,1981,28,15-377,NOR,NFL,16,15,52.0,90.0,3.25,5.63,0,0,0,0,0,58,194,2,38,206,0,0
2905,Tony Paige\PaigTo00,1992,30,6-149,MIA,NFL,16,16,52.0,100.0,3.25,6.25,0,0,0,0,0,7,11,1,48,399,1,1
2906,Fozzy Whittaker\WhitFo00,2014,25,,CAR,NFL,10,1,32.5,37.5,3.25,3.75,0,0,0,0,0,32,145,1,5,60,1,0
2907,Terrell Fletcher\FletTe00,1999,26,2-51,SDG,NFL,15,2,48.6,93.6,3.24,6.24,0,0,0,0,0,48,126,0,45,360,0,1
2908,James Hadnot\HadnJa00,1980,23,3-66,KAN,NFL,13,5,42.1,57.1,3.24,4.39,0,0,0,0,0,76,244,2,15,97,0,4
2909,Brandon Jacobs\JacoBr00,2005,23,4-110,NYG,NFL,16,0,51.9,51.9,3.24,3.24,0,0,0,0,0,38,99,7,0,0,0,1
2910,Greg Lewis\LewiGr00,1992,23,5-115,DEN,NFL,16,2,51.8,55.8,3.24,3.49,0,1,0,0,0,73,268,4,4,30,0,2
2911,Christine Michael\MichCh00,2015,25,2-62,2TM,NFL,8,2,25.9,28.9,3.24,3.61,0,0,0,0,0,54,243,0,3,16,0,0
2912,Mike Rozier\RoziMi00,1991,30,1-2,ATL,NFL,11,0,35.6,37.6,3.24,3.42,0,0,0,0,0,96,361,0,2,15,0,2
2913,De'Anthony Thomas\ThomDe05,2014,21,4-124,KAN,NFL,12,3,38.9,61.9,3.24,5.16,0,0,0,0,0,14,113,1,23,156,0,0
2914,Terron Ward\WardTe00,2016,24,,ATL,NFL,5,0,16.2,17.2,3.24,3.44,0,0,0,0,0,31,151,0,1,11,0,0
2915,Leonard Weaver\WeavLe00,2007,25,,SEA,NFL,16,4,51.9,90.9,3.24,5.68,0,0,0,0,0,33,146,1,39,313,0,0
2916,David Adams\AdamDa20,1987,23,12-309,DAL,NFL,3,0,9.7,10.7,3.23,3.57,0,0,0,0,0,7,49,1,1,8,0,2
2917,Albert Bentley\BentAl00,1985,25,2-35,IND,NFL,15,1,48.5,59.5,3.23,3.97,1,1,6,0,0,54,288,2,11,85,0,1
2918,Michael Bush\BushMi00,2013,29,4-100,CHI,NFL,15,0,48.5,52.5,3.23,3.50,0,0,0,0,0,63,197,3,4,48,1,0
2919,James Casey\CaseJa00,2012,28,5-152,HOU,NFL,16,9,51.6,85.6,3.23,5.35,0,0,0,0,0,1,6,0,34,330,3,0
2920,Kenneth Darby\DarbKe00,2008,26,7-246,STL,NFL,10,0,32.3,51.3,3.23,5.13,0,0,0,0,0,32,140,0,19,183,0,1
2921,Marcel Reece\ReecMa00,2015,30,,OAK,NFL,15,7,48.5,78.5,3.23,5.23,0,0,0,0,0,10,36,0,30,269,3,0
2922,Matt Suhey\SuheMa00,1988,30,2-46,CHI,NFL,16,16,51.7,71.7,3.23,4.48,0,0,0,0,0,87,253,2,20,154,0,1
2923,Dwayne Washington\WashDw00,2016,22,7-236,DET,NFL,12,2,38.7,48.7,3.23,4.06,0,0,0,0,0,90,265,1,10,62,0,0
2924,Billy Campfield\CampBi00,1982,26,11-288,PHI,NFL,6,0,19.3,33.3,3.22,5.55,0,0,0,0,0,1,2,0,14,141,1,1
2925,Delone Carter\CartDe01,2011,24,4-119,IND,NFL,16,3,51.5,56.5,3.22,3.53,0,0,0,0,0,101,377,2,5,18,0,3
2926,Zack Crockett\CrocZa00,2001,29,3-79,OAK,NFL,16,0,51.5,53.5,3.22,3.34,0,0,0,0,0,57,145,6,2,10,0,1
2927,John Kuhn\KuhnJo00,2011,29,,GNB,NFL,16,3,51.5,66.5,3.22,4.16,0,0,0,0,0,30,78,4,15,77,2,1
2928,Michael Turner\TurnMi00,2005,23,5-154,SDG,NFL,16,0,51.5,51.5,3.22,3.22,0,0,0,0,0,57,335,3,0,0,0,0
2929,Justin Griffith\GrifJu00,2006,26,4-121,ATL,NFL,16,11,51.4,74.4,3.21,4.65,0,0,0,0,0,19,106,1,23,168,3,3
2930,Jerome Harrison\HarrJe00,2008,25,5-145,CLE,NFL,15,0,48.2,60.2,3.21,4.01,0,0,0,0,0,34,246,1,12,116,1,0
2931,David Hughes\HughDa01,1983,24,2-31,SEA,NFL,16,6,51.3,61.3,3.21,3.83,0,0,0,0,0,83,313,1,10,100,1,2
2932,Artose Pinner\PinnAr00,2006,28,4-99,MIN,NFL,12,1,38.5,40.5,3.21,3.38,0,0,0,0,0,43,190,3,2,15,0,1
2933,Stevan Ridley\RidlSt00,2011,22,3-73,NWE,NFL,16,2,51.4,54.4,3.21,3.40,0,0,0,0,0,87,441,1,3,13,0,1
2934,Jacquizz Rodgers\RodgJa00,2011,21,5-145,ATL,NFL,16,0,51.3,72.3,3.21,4.52,0,0,0,0,0,57,205,1,21,188,1,1
2935,Craig Taylor\TaylCr00,1991,25,6-166,CIN,NFL,12,3,38.5,59.5,3.21,4.96,0,0,0,0,0,33,153,2,21,122,0,1
2936,Kahlil Bell\BellKa00,2009,23,,CHI,NFL,7,0,22.4,23.4,3.20,3.34,0,0,0,0,0,40,220,0,1,4,0,0
2937,Chris Brown\BrowCh03,2006,25,3-93,TEN,NFL,5,3,16.0,18.0,3.20,3.60,0,0,0,0,0,41,156,0,2,4,0,1
2938,Hubie Oliver\OlivHu00,1981,24,10-275,PHI,NFL,13,10,41.6,51.6,3.20,3.97,0,0,0,0,0,75,329,1,10,37,0,1
2939,Lamar Smith\SmitLa00,1999,29,3-73,NOR,NFL,13,2,41.6,61.6,3.20,4.74,0,1,0,0,0,60,205,0,20,151,1,1
2940,Charcandrick West\WestCh01,2018,27,,KAN,NFL,3,0,9.6,11.6,3.20,3.87,0,0,0,0,0,2,-1,0,2,37,1,0
2941,Danny Woodhead\WoodDa02,2017,32,,BAL,NFL,8,0,25.6,58.6,3.20,7.33,0,0,0,0,0,14,56,0,33,200,0,0
2942,Ron Davenport\DaveRo00,1986,24,6-167,MIA,NFL,16,2,51.1,71.1,3.19,4.44,0,0,0,0,0,75,314,0,20,177,1,4
2943,Earl Ferrell\FerrEa00,1984,26,5-125,STL,NFL,16,9,51.1,77.1,3.19,4.82,0,0,0,0,0,44,203,1,26,218,1,3
2944,Jacquizz Rodgers\RodgJa00,2014,24,5-145,ATL,NFL,16,1,51.0,80.0,3.19,5.00,0,0,0,0,0,58,217,1,29,173,1,1
2945,LaBrandon Toefield\ToefLa00,2003,23,4-132,JAX,NFL,16,0,51.0,65.0,3.19,4.06,1,2,32,0,0,53,212,2,14,105,1,0
2946,Dexter Bussey\BussDe00,1981,29,3-65,DET,NFL,16,15,50.8,68.8,3.18,4.30,0,0,0,0,0,105,446,0,18,92,0,3
2947,Jamaal Charles\CharJa00,2017,31,3-73,DEN,NFL,14,0,44.5,67.5,3.18,4.82,0,0,0,0,0,69,296,1,23,129,0,2
2948,Vaughn Hebron\HebrVa00,1993,23,,PHI,NFL,16,4,50.9,61.9,3.18,3.87,0,0,0,0,0,84,297,3,11,82,0,5
2949,Rudi Johnson\JohnRu00,2008,29,4-100,DET,NFL,14,4,44.5,56.5,3.18,4.04,0,0,0,0,0,76,237,1,12,88,1,1
2950,Juwan Thompson\ThomJu01,2014,22,,DEN,NFL,15,0,47.7,51.7,3.18,3.45,0,0,0,0,0,54,272,3,4,25,0,1
2951,Kevin Turner\TurnKe00,1996,27,3-71,PHI,NFL,16,12,50.8,93.8,3.18,5.86,0,0,0,0,0,18,39,0,43,409,1,1
2952,Keith Griffin\GrifKe00,1987,26,10-279,WAS,NFL,9,2,28.5,31.5,3.17,3.50,0,0,0,0,0,62,242,0,3,13,1,3
2953,Leroy Thompson\ThomLe00,1992,23,6-158,PIT,NFL,15,2,47.5,69.5,3.17,4.63,0,0,0,0,0,35,157,1,22,278,0,2
2954,Tony Galbreath\GalbTo00,1981,27,2-32,MIN,NFL,14,1,44.2,62.2,3.16,4.44,0,0,0,0,0,42,198,2,18,144,0,2
2955,Joseph Randle\RandJo01,2014,23,5-151,DAL,NFL,16,0,50.6,54.6,3.16,3.41,0,0,0,0,0,51,343,3,4,23,0,2
2956,Rickey Young\YounRi00,1981,28,7-164,MIN,NFL,16,13,50.5,93.5,3.16,5.84,0,0,0,0,0,47,129,0,43,296,2,4
2957,Delone Carter\CartDe01,2012,25,4-119,IND,NFL,10,0,31.5,32.5,3.15,3.25,0,0,0,0,0,32,122,3,1,13,0,1
2958,Bob Christian\ChriBo00,2002,34,12-310,ATL,NFL,15,10,47.3,60.3,3.15,4.02,0,0,0,0,0,31,119,3,13,174,0,1
2959,Johnny Davis\DaviJo01,1982,26,2-30,CLE,NFL,2,0,6.3,6.3,3.15,3.15,0,0,0,0,0,4,3,1,0,0,0,0
2960,Zachary Dixon\DixoZa00,1981,25,11-297,BAL,NFL,16,1,50.4,67.4,3.15,4.21,0,0,0,0,0,73,285,0,17,169,1,1
2961,Tony Fisher\FishTo00,2002,23,,GNB,NFL,15,1,47.3,65.3,3.15,4.35,0,0,0,0,0,70,283,2,18,70,0,2
2962,Louie Giammona\GiamLo00,1981,28,8-214,PHI,NFL,8,1,25.2,31.2,3.15,3.90,0,0,0,0,0,35,98,1,6,54,1,2
2963,Jonas Gray\GrayJo00,2015,25,,2TM,NFL,8,0,25.2,32.2,3.15,4.03,0,0,0,0,0,45,176,0,7,76,0,0
2964,Ken Lacy\LacyKe00,1984,24,,KAN,NFL,15,4,47.2,60.2,3.15,4.01,0,0,0,0,0,46,165,2,13,87,2,2
2965,Don McCauley\McCaDo00,1981,32,1-22,BAL,NFL,16,0,50.4,86.4,3.15,5.40,0,0,0,0,0,10,37,0,36,347,2,0
2966,Jordan Todman\TodmJo00,2014,24,6-183,JAX,NFL,16,1,50.4,75.4,3.15,4.71,0,0,0,0,0,32,186,1,25,198,1,0
2967,Herman Heard\HearHe00,1989,28,3-61,KAN,NFL,16,10,50.2,75.2,3.14,4.70,0,0,0,0,0,63,216,0,25,246,1,2
2968,Bobby Howard\HowaBo00,1986,22,12-325,TAM,NFL,7,2,22.0,27.0,3.14,3.86,0,0,0,0,0,30,110,1,5,60,0,1
